battery_id,cycle,soh,capacity,v_mean,v_std,v_min,v_max,v_drop,i_mean,i_std,i_skew,i_kurt,temp_mean,temp_max,duration
B0005,12,0.9071009678836958,1.8142019357673915,3.559759220648976,0.22947624709797798,2.64956413267546,4.189876247266316,1.5403121145908556,-1.872968810287894,0.5130716590837109,3.3851178697111495,9.459159073847202,32.36407129853099,38.52197451768004,3491.016
B0005,13,0.9068760788774528,1.8137521577549056,3.558081969139198,0.23524097823363493,2.5724981777366227,4.189286794768804,1.616788617032181,-1.8826095043160833,0.4956165132448093,3.5452227650298473,10.568758582297221,32.3181954403762,38.582485834057856,3470.281
B0005,14,0.9067202457367912,1.8134404914735824,3.555692244172496,0.23855345527869287,2.5249886697730286,4.188837765892728,1.6638490961196997,-1.882536787636365,0.4956211462224087,3.5452331470780845,10.568806434470934,32.15709029211503,38.520294134873915,3470.0
B0005,15,0.9012990018153252,1.8025980036306504,3.562746818017503,0.22453375718322333,2.694621861688723,4.189110301768517,1.494488440079794,-1.8817935155260215,0.49675893020691225,3.5334964106447244,10.485778330511227,32.04407000314609,38.21358592965045,3450.297
B0005,16,0.901053450123075,1.80210690024615,3.5614521756489204,0.22859181141516383,2.64010141737067,4.18921207304098,1.5491106556703098,-1.8921861285036712,0.4783175942794848,3.713547495342001,11.790630681738806,31.931593674911532,38.1983618706913,3429.407
B0005,17,0.9012897504131046,1.802579500826209,3.5603420474985823,0.2336151721811594,2.573903509838096,4.188899969428112,1.6149964595900164,-1.9027629207037406,0.4583670956269601,3.918846372623093,13.357550228520573,31.941655359029298,38.31926916027133,3409.484
B0005,18,0.9015341571417048,1.8030683142834096,3.5591189041401865,0.2393950232986541,2.4942396831720126,4.188779799856791,1.6945401166847782,-1.9133470605822436,0.43709670101645964,4.156144635346413,15.273819658940493,31.965008645476725,38.4787542519308,3390.422
B0005,19,0.901388812359802,1.802777624719604,3.557886771846508,0.2421163852190816,2.4556793246645583,4.189272591516219,1.7335932668516607,-1.9131602105481538,0.43739375219380805,4.156134726774992,15.273779390520438,31.966241678512723,38.54659017774874,3390.281
B0005,20,0.9235129974664597,1.8470259949329193,3.5520375235511907,0.23477782948432765,2.632142800798914,4.187614060563439,1.5554712597645248,-1.8553455745575975,0.5414698544768105,3.1439507240766265,7.884590654833945,32.37143341978575,38.44749852224995,3591.734
B0005,21,0.923708655641822,1.847417311283644,3.5525668436897124,0.2448173475304705,2.5027764692056795,4.1876287811083985,1.684852311902719,-1.8746995273150975,0.5092300236214019,3.418846536366439,9.688652918417992,32.70024990461686,38.992275791716615,3552.297
B0005,22,0.9180887106739474,1.8361774213478947,3.556794038327039,0.23373891268927044,2.617507742871704,4.187447226312926,1.5699394834412224,-1.8738272127883846,0.5103730187309344,3.4076453767339436,9.612176910073666,32.32266411829938,38.51424197364312,3531.578
B0005,23,0.912890373788812,1.825780747577624,3.5614100044534203,0.22544994683917527,2.694074478000972,4.187344026387161,1.493269548386189,-1.883193546754683,0.4943730360583862,3.5569074424215588,10.651746289425233,31.98795810666763,38.165816144899125,3492.907
B0005,24,0.9125568217539184,1.8251136435078368,3.5566107947817986,0.23129045070961007,2.6237674644021887,4.187438187636325,1.5636707232341367,-1.873239184822504,0.5118130466075484,3.3964036564865943,9.535693017822616,31.894456524691385,38.16526203587147,3511.594
B0005,25,0.912790752110188,1.825581504220376,3.5586742170266272,0.23910922447932814,2.5010798299873738,4.18774138117799,1.6866615511906167,-1.9139593751505897,0.43486489663084726,4.182740269881481,15.4955661422077,31.78039681801023,38.27549578575718,3431.937000000006
B0005,26,0.9070155637541955,1.814031127508391,3.564103182686905,0.2243233017803934,2.6849988185249796,4.188261122540052,1.503262304015072,-1.9030532722310995,0.4573362383960383,3.931551768919657,13.457275616644484,31.688747146342205,37.982160799183106,3431.125
B0005,27,0.907384597057947,1.814769194115894,3.559588063594272,0.23463255580240508,2.547109116468133,4.187338767288234,1.640229650820101,-1.9134590742247914,0.43606619958029547,4.169391989359729,15.384315455742609,31.596747992569153,38.11100191887773,3412.406
B0005,28,0.906984694355176,1.813969388710352,3.556833231052199,0.24012901309651455,2.471314764334132,4.187560306288175,1.7162455419540428,-1.913620909902553,0.4361071320744154,4.169471349207864,15.384738224352194,31.565586498787077,38.18831137948753,3410.688
B0005,29,0.9013828325839115,1.802765665167823,3.5624410850948944,0.22531026238437576,2.6613903306108773,4.18805176248713,1.5266614318762528,-1.9025819745719061,0.45861118124673544,3.9188189861165634,13.357432684651517,31.59124667045208,37.99854111908584,3410.718
B0005,30,0.902038520058676,1.804077040117352,3.5591407106855666,0.23438290818377094,2.541762355407921,4.187667484260542,1.645905128852621,-1.9130621638638965,0.4374122485698811,4.1561633957667405,15.273910187555458,31.603485399391182,38.194201649765226,3392.719
B0005,31,0.9259012758352244,1.8518025516704488,3.5573161327793144,0.2247833797121464,2.628919415830567,4.2010701773378685,1.5721507615073014,-1.920618117118412,0.4210961516440683,4.344054816858624,16.871101795752622,31.91556385491565,38.45796400011448,3470.672
B0005,32,0.9153519228369714,1.8307038456739428,3.561870782772737,0.2235720445769139,2.6312552691827045,4.1996223345495824,1.568367065366878,-1.9298830859597569,0.3998423776454544,4.623304643944558,19.37541745752694,32.081128118597164,38.49126351534004,3414.109
B0005,33,0.9099520544750634,1.8199041089501269,3.5617586337260088,0.2213510620234656,2.654880745360911,4.199853323702163,1.5449725783412518,-1.9293005284805407,0.40083773658767985,4.608907796826211,19.2424614748479,31.849792632896243,38.31473393357882,3395.219
B0005,34,0.9046539818514258,1.8093079637028515,3.5597307651083123,0.21927532436509642,2.6749688422803803,4.199103467081427,1.5241346248010466,-1.923330987770314,0.4140883105105742,4.4351452862776535,17.670793982507064,31.465690433362017,37.861934640176806,3386.0
B0005,35,0.90230495229026,1.80460990458052,3.5575937553540915,0.22395378711031538,2.6159705726789904,4.199998536865001,1.5840279641860109,-1.9284469980320087,0.40250038264104065,4.587244107704067,19.04315873800911,31.40934895665031,37.90665575786083,3368.187
B0005,36,0.8996885325986096,1.7993770651972192,3.5597237883937995,0.22098018003853442,2.658447162110498,4.19967522099872,1.5412280588882217,-1.9231439161693824,0.41507740963490697,4.421050093719136,17.54600991553749,31.902247475518077,38.34003238560517,3368.266
B0005,37,0.8942216167685231,1.7884432335370462,3.559061771422033,0.21771514337644682,2.6979426084271156,4.1991847248803165,1.5012421164532008,-1.9170149640438081,0.4278867142297781,4.262252169503127,16.167034625282888,31.649024294808623,38.0745950590744,3358.719
B0005,38,0.8914615242126362,1.7829230484252725,3.557015527748059,0.22052028075457983,2.6617272246516333,4.200012480335,1.538285255683367,-1.922048805055383,0.4167099351187296,4.399864105625852,17.359057332811272,31.48874626238971,38.07252758016199,3339.5
B0005,39,0.8865168579009144,1.7730337158018288,3.5562481933590964,0.2174209016772112,2.699288287625812,4.1992373656547874,1.4999490780289753,-1.9162302821549877,0.42954137473705156,4.241548314541806,15.99098701147993,31.329995610092634,37.80133585100446,3331.265
B0005,40,0.8865188775394685,1.773037755078937,3.5532756526091784,0.2245262348102152,2.6127932408838532,4.1993957811187075,1.5866025402348543,-1.9220800182578983,0.4178785715198085,4.38564191294775,17.234225184371628,31.569551201845574,38.39873985476869,3321.188
B0005,41,0.8839360553331027,1.7678721106662054,3.556266431640255,0.22096742761745108,2.6637064901468075,4.1995786980260705,1.535872207879263,-1.9162417890311958,0.4301544929609481,4.234607513226272,15.932202894038944,32.111426258867944,38.74929237918251,3321.844
B0005,42,0.8811575352046545,1.762315070409309,3.5563095420140822,0.22117733910818724,2.6668454289754746,4.199546957512695,1.53270152853722,-1.9158809823517762,0.4307955266789468,4.227686318520829,15.873595996188438,32.271676011112376,38.87275464755104,3311.828
B0005,43,0.8838086462469223,1.7676172924938447,3.558950851054106,0.22550794469395655,2.684431051981017,4.194091469340824,1.5096604173598074,-1.9114406265753041,0.44067375045589385,4.1159826952648695,14.941528089805072,31.842291659678658,38.503541429116005,3327.391
B0005,44,0.8813341798715735,1.762668359743147,3.5534418211598053,0.22294960528931845,2.645224362345869,4.200715235801255,1.5554908734553856,-1.9158166997544155,0.4305939836666455,4.227661420200562,15.873477110451901,31.759815453754253,38.27009094548294,3312.078
B0005,45,0.8758652435332072,1.7517304870664143,3.5510121537420285,0.22162013542434292,2.6603527244917,4.1990980807180325,1.5387453562263325,-1.9151304155635374,0.43165148192287134,4.213787432561931,15.756247731387912,31.41911167391793,38.11684755251712,3293.172
B0005,46,0.8709248023980004,1.7418496047960008,3.551317608213948,0.21932074696010626,2.6926849789916263,4.199398534411534,1.5067135554199078,-1.9148485784393638,0.4329328203091831,4.199842286512553,15.638925488356236,31.331626572312267,38.04152715355532,3275.328
B0005,47,0.8680456755923569,1.7360913511847138,3.549003180550162,0.22144629488934395,2.670544734728978,4.199122915612965,1.528578180883987,-1.9144128654409127,0.4334053453936525,4.192863947726989,15.58032357523157,31.35934131425137,38.17980302242767,3265.016
B0005,48,0.8968120074286804,1.7936240148573608,3.5597648340955175,0.22722748069200965,2.605158060541757,4.190409478081396,1.5852514175396388,-1.9388813849818083,0.37779475028402737,4.941816467036011,22.4219431281538,34.31088483888259,40.71218198711114,3328.937
B0005,49,0.8915945111636638,1.7831890223273277,3.5623454342368555,0.22227391812377692,2.672012007453096,4.199933846791869,1.5279218393387732,-1.927509725704535,0.4046355296077637,4.558118080214107,18.776788675716173,33.43585640373788,39.88526123315293,3329.266
B0005,50,0.8836821038139479,1.7673642076278957,3.558336657621618,0.22147695346051366,2.674271233724938,4.199365021329158,1.52509378760422,-1.9267185977839403,0.4061642245882447,4.536182925819225,18.577253382877963,32.66698125020078,39.18287352945846,3301.579
B0005,51,0.8785088925176533,1.7570177850353066,3.554013138622869,0.22473746346279735,2.6309416727017187,4.19902365945384,1.5680819867521216,-1.9261308349663746,0.4074242751781163,4.521494204384942,18.444224934689505,32.28423408691397,38.951564804030774,3283.563
B0005,52,0.8734353089918954,1.7468706179837907,3.552376095886298,0.2223635832907857,2.6629725743154204,4.199432142144215,1.536459567828795,-1.9202346781375206,0.42078135455068144,4.349960985342184,16.922486341960898,32.00739178780946,38.607510759873634,3275.125
B0005,53,0.8708586253728572,1.7417172507457144,3.549618661283733,0.22654739258708567,2.612942119873717,4.199640922827531,1.5866988029538143,-1.9201011498853633,0.4212115321958238,4.3427960250958755,16.860158834401528,32.06387071886056,38.920359903369054,3265.656
B0005,54,0.8682112528239093,1.7364225056478186,3.54938103086703,0.22676974984008746,2.6157198442661476,4.199305653118061,1.5835858088519132,-1.9144278105456467,0.43348048129389816,4.1928371091759935,15.580182460624606,32.43754560319043,39.23273115358871,3266.093
B0005,55,0.8631608619617913,1.7263217239235826,3.547211868041895,0.2259297319036886,2.6287695472774453,4.198949734540481,1.5701801872630354,-1.908340706503589,0.4460659525542237,4.048138122102961,14.38764459512057,32.16809876635083,38.9649270684008,3257.594
B0005,56,0.8579032694665066,1.7158065389330133,3.5467052098640246,0.22293092024176692,2.6655106679421823,4.19834220599025,1.5328315380480677,-1.902207182631691,0.4581844418714669,3.9141494047509027,13.320779963411923,32.05752645824972,38.83927283461771,3248.593
B0005,57,0.855266675567596,1.710533351135192,3.544629653883431,0.22473587665672512,2.650495153350403,4.198995776266302,1.548500622915899,-1.9020484449938713,0.45891308926795626,3.9074476157030538,13.26835175013246,31.975920928072714,38.82796377704433,3238.766
B0005,58,0.8530072498242605,1.706014499648521,3.5436291614253204,0.22548872600732597,2.643236235233877,4.19916986492694,1.555933629693063,-1.8964907679062355,0.4701918636452334,3.7895888249444902,12.361156102166895,32.21689335291319,39.14007944734004,3240.14
B0005,59,0.8501555136321294,1.7003110272642588,3.5444946147995258,0.22535563972499398,2.656450207001938,4.199246833083063,1.5427966260811248,-1.895971437908019,0.47070468917649616,3.7829997502039006,12.311292343693632,32.55632993697177,39.349611598028886,3230.109
B0005,60,0.8472899300898948,1.6945798601797897,3.5409201846556857,0.22792324279312132,2.626177688152069,4.1992551886401595,1.5730775004880906,-1.8899648799839277,0.4816237581115817,3.673287951543208,11.493216299627717,32.40048085325998,39.29444535878087,3229.7810000000027
B0005,61,0.8424514543304643,1.6849029086609286,3.541195668799061,0.2257194455073568,2.6582230344240045,4.199610827671791,1.5413877932477869,-1.8893703824420507,0.48295765610267255,3.65995325643499,11.396524762780587,32.29371860868794,39.10487658009542,3212.469
B0005,62,0.8372370795579858,1.6744741591159715,3.540671044783382,0.22232770586728487,2.695100237338448,4.1994453812630566,1.5043451439246085,-1.8776883243431417,0.5036968499774822,3.4618730105695517,9.98472462916364,32.136071448067796,39.0462609369598,3213.219
B0005,63,0.8372846239939551,1.6745692479879102,3.5376048790268775,0.2278035015163785,2.639091813583503,4.198991968341307,1.5599001547578042,-1.8831065986697755,0.4943331421972539,3.551554437138795,10.613846440292324,32.38268549723498,39.398032192832,3203.578
B0005,64,0.8318581879907025,1.663716375981405,3.538422485261741,0.22478623561389077,2.6857210282450983,4.197785116892181,1.5120640886470826,-1.876359921441716,0.5052459745361098,3.4493725937333366,9.898301890353942,32.30899951427637,39.10678394120843,3195.125
B0005,65,0.829506934374123,1.659013868748246,3.53928626988912,0.22405053018605098,2.69017866510873,4.201331130571617,1.5111524654628874,-1.8709550260104442,0.5151556922537976,3.3591281246277847,9.283874233035842,32.56636929496717,39.44448954135193,3195.312999999994
B0005,66,0.8269270286667507,1.6538540573335014,3.533690170241391,0.22875214978625036,2.639895313359579,4.199339974904826,1.5594446615452475,-1.8705599868289542,0.5157546970961461,3.3529539851872303,9.242449554213218,32.46542951751835,39.509602016775695,3186.297
B0005,67,0.8213268910650655,1.642653782130131,3.534367734544495,0.22434241853957987,2.68991452927918,4.198916244859707,1.5090017155805273,-1.8640049795794804,0.5263135506152927,3.2618109257579326,8.639511656223831,32.347056454418095,39.33486536224533,3176.438
B0005,68,0.8189289215111849,1.6378578430223698,3.5312941932103548,0.22742872815982929,2.65935818848874,4.198537488587242,1.539179300098502,-1.8636932149873204,0.527087829798622,3.255708949988025,8.599747180859708,32.37153894064616,39.43723270017243,3167.593
B0005,69,0.8163675203549554,1.6327350407099108,3.5309134771684274,0.22708128337573127,2.6657030585650423,4.198943932259475,1.5332408736944325,-1.857820396301907,0.536818873029154,3.175389969003167,8.083216917356342,32.45549347979197,39.51375235624076,3167.719
B0005,70,0.8138764457766808,1.6277528915533617,3.5287226893409893,0.2296112762432864,2.642986759012803,4.199579806494986,1.5565930474821834,-1.8572160981955346,0.5374001902211296,3.1693703327056983,8.045029039031322,32.50017194695606,39.60170302810528,3159.077999999994
B0005,71,0.8110627427605795,1.622125485521159,3.52625493581969,0.23107659118833668,2.6311169118893036,4.198782234828033,1.5676653229387294,-1.8568340008006832,0.5383160191069417,3.163339941378958,8.006826031847442,32.50100298369444,39.687463597582074,3148.829
B0005,72,0.8056628301882924,1.6113256603765849,3.528684324337005,0.22510578697122166,2.696157404617167,4.19910517813207,1.5029477735149035,-1.844888650021881,0.5567437022145733,3.0150826311503955,7.090826509816896,32.4728927422438,39.53535075538898,3149.094
B0005,73,0.8032815698744192,1.6065631397488385,3.525556939424901,0.22813971311184958,2.6667596238241567,4.198510853141954,1.5317512293177975,-1.8444180038305806,0.5575503803894237,3.0091969283472517,7.055377525085763,32.50480154634882,39.6502371632164,3140.547
B0005,74,0.8007571116958797,1.6015142233917594,3.5226805646793737,0.23085168589202887,2.6403185448373043,4.198732430468704,1.5584138856313996,-1.8438790389835118,0.558258177729594,3.0033096961788517,7.019971117064308,32.51218336210202,39.69929058154853,3131.625
B0005,75,0.795184615700164,1.590369231400328,3.524673458789008,0.22588557047078084,2.69892986372897,4.198799630396931,1.4998697666679615,-1.83711254029409,0.5679295356339376,2.928814268715843,6.578059719915428,32.45692821941515,39.56076309770468,3121.907
B0005,76,0.7928944984121106,1.5857889968242211,3.5213155754526824,0.22872630381164663,2.6682466504352993,4.198753541225669,1.5305068907903694,-1.8315957075983758,0.5767088275569215,2.8633688484756297,6.198958374645695,32.447059186431154,39.63708096307912,3122.125
B0005,77,0.7924715353687058,1.5849430707374117,3.51803386486462,0.23152662212104436,2.6479207279724903,4.200309982421394,1.5523892544489035,-1.8311195242792309,0.5767399739087573,2.863363332445609,6.198931624451864,32.32889654966259,39.43977047692484,3121.672
B0005,78,0.7977631946247968,1.5955263892495937,3.5236841955396794,0.22952284805552414,2.6741633856529066,4.201124089732316,1.5269607040794093,-1.8432799764914718,0.5590382516984779,2.9974139067720924,6.984574458283067,32.84488475360107,39.83902225625451,3120.86
B0005,79,0.7873650873900518,1.5747301747801037,3.519146638240667,0.22754368748819617,2.6892528956736257,4.198150316653697,1.5088974209800714,-1.829798505957538,0.5781334853154986,2.851818266686701,6.1329464733125345,32.31731555011648,39.41794949618613,3103.828
B0005,80,0.7824509975468973,1.5649019950937946,3.516233648608237,0.22767764621364042,2.688809122993162,4.198524048997099,1.5097149260039369,-1.8236746835609148,0.5877660020442546,2.7836423607744245,5.748752149860895,32.06376130177751,39.262781682151214,3095.094
B0005,81,0.7798829736685181,1.5597659473370362,3.514773138461639,0.2288190587510357,2.6743555987897745,4.198840869468569,1.5244852706787944,-1.8176720770210877,0.5961114455245333,2.72390773278563,5.4197865088897945,32.21997626855924,39.47237839941986,3095.781
B0005,82,0.7797407834092117,1.5594815668184234,3.5132992979150073,0.23177314415834077,2.6430294964336345,4.198119631667182,1.5550901352335473,-1.8179238657973993,0.5961445220961885,2.7239230189981973,5.419828324406799,32.7120225448885,40.03754146951368,3094.328
B0005,83,0.777344676795305,1.55468935359061,3.514484830704665,0.23095886806963914,2.6584858447131823,4.198320288264955,1.5398344435517726,-1.817160673909645,0.5970349702033854,2.7182492450846185,5.388970804174582,32.945022147355694,40.142730162011574,3086.531
B0005,84,0.7744370539945209,1.5488741079890418,3.5109677353595243,0.23330751651469486,2.629782173759164,4.1980467610750285,1.5682645873158645,-1.8110297241968543,0.6051581383309773,2.661012424239362,5.08108649589756,32.857549597381336,40.1165626728546,3085.625
B0005,85,0.769118299471279,1.538236598942558,3.5109358749578012,0.2310865970563572,2.6622967647315545,4.199047008209673,1.5367502434781186,-1.8094435644526072,0.6069013859029623,2.6497595650144223,5.021292496548451,32.629663328789654,39.87503330866132,3067.203
B0005,86,0.763957129125514,1.527914258251028,3.509393098217416,0.22920883095192393,2.682380966742509,4.197669918520713,1.5152889517782042,-1.8026537331443495,0.6156468293908701,2.589316148451536,4.704619132143257,32.379859014262976,39.61961987024145,3058.157
B0005,87,0.7642626314878223,1.5285252629756445,3.5066782411556563,0.2328002385953969,2.6401894768922713,4.197600624105256,1.5574111472129846,-1.8031542757366412,0.615721903133411,2.589314281284521,4.704622946336903,32.68215852457039,40.067324667444815,3058.812
B0005,88,0.761323662642189,1.522647325284378,3.5109885623008092,0.2283329552029984,2.693769409137257,4.197985718630326,1.504216309493069,-1.7965666438696486,0.6234851437507705,2.5366242179123106,4.434531638311009,32.99387423636739,40.24716716520102,3058.578
B0005,89,0.7587429969244934,1.5174859938489869,3.510305462695178,0.22846049187380552,2.695787450704935,4.198164128530042,1.502376677825107,-1.7959771394311956,0.6242659960184777,2.5310641182059825,4.406362029270359,33.045397072111655,40.30253125568348,3049.328
B0005,90,0.8029094495653295,1.605818899130659,3.5222215314850214,0.23489696038406022,2.6920548172137724,4.222920057935785,1.530865240722013,-1.822916991757235,0.5889299654441849,2.7744982532134137,5.697913732504862,32.856295641052824,40.09418103142496,3177.219
B0005,91,0.7819245723372212,1.5638491446744425,3.5163492154331264,0.23460822575957185,2.629071246219689,4.200423045909808,1.5713517996901194,-1.8294275689587538,0.5799206922442278,2.840218021358711,6.066924327627886,33.33950238056361,40.52238496316615,3082.937
B0005,92,0.7740457623883893,1.5480915247767786,3.5134397623234963,0.23373674328687408,2.631343871050918,4.198372063670128,1.56702819261921,-1.816317296828028,0.5976282910241006,2.7125567544191007,5.358041575899401,33.35156485472646,40.56886357314186,3074.266
B0005,93,0.7661877815934296,1.5323755631868592,3.515137522009075,0.22759112319661778,2.6983970036642315,4.198353213898968,1.4999562102347364,-1.8033689952639713,0.6147651065356567,2.594907934631868,4.733627472278046,33.147486361012966,40.27804845768325,3066.0
B0005,94,0.7634764134244852,1.5269528268489705,3.50830390643132,0.233525223510868,2.6338485871981514,4.197873789078739,1.5640252018805874,-1.802670753119494,0.6156394846208407,2.589316991288469,4.7046370468734455,33.007275861749356,40.2921849196155,3056.437
B0005,95,0.7584786508568163,1.5169573017136326,3.509190808443004,0.23018953113289323,2.671566207861818,4.197955644238241,1.526389436376423,-1.7958941337499832,0.6242630120504566,2.5310637723396328,4.406351325324898,32.91990812745461,40.184384347174266,3048.219
B0005,96,0.7559487980071345,1.511897596014269,3.5068097579555353,0.2320619964935803,2.6540810507928123,4.197918434710392,1.5438373839175794,-1.795344963527795,0.6252844674365714,2.52549020378792,4.378192626419899,32.99903328622305,40.320066232195046,3039.218
B0005,97,0.7532819480340552,1.5065638960681105,3.50609090727422,0.23177324893998671,2.656849703962618,4.197739340034368,1.54088963607175,-1.7893518988259458,0.6330101724590489,2.47484224190335,4.1249327416665285,33.03772281691292,40.336505612651585,3039.047
B0005,98,0.7507726763335681,1.5015453526671363,3.5037157727265953,0.23381247270066657,2.6363048614501152,4.19785490446139,1.5615500430112745,-1.7883879159763685,0.6338733874724278,2.4693210072845115,4.097614959065487,33.07740307192613,40.43267631588412,3030.375
B0005,99,0.7454222025200119,1.4908444050400238,3.5067479961367156,0.22817625044492165,2.69951692300468,4.197306756122815,1.4977898331181354,-1.7815447770741009,0.6424340150968986,2.4150200309538934,3.8324296604088692,33.05467981523988,40.314538591575015,3021.0
B0005,100,0.7429341922806005,1.485868384561201,3.5058813026542324,0.2283393623825586,2.698216006032282,4.197528212001444,1.499312205969162,-1.7753115642966961,0.6496163987691415,2.3679896535182823,3.6074381736918806,33.11570360624461,40.386661855917744,3021.75
B0005,101,0.740206838988053,1.480413677976106,3.504168333530808,0.22923488661002497,2.6911707598773864,4.19743662221161,1.5062658623342235,-1.7742377662318358,0.650820274975926,2.3625269254955783,3.5815984246667494,33.12942148982364,40.43384612547835,3012.265
B0005,102,0.7376047934515816,1.4752095869031632,3.5030568931470634,0.22962412070328486,2.690162319231471,4.197717228550219,1.5075549093187477,-1.773860289771637,0.6517546907968573,2.357056567506327,3.5557705390554144,33.130681310493344,40.44479269068758,3002.641
B0005,103,0.7429517994152012,1.4859035988304024,3.4982324882487936,0.23355982041117498,2.6355034454892072,4.192454851360723,1.5569514058715157,-1.7809702419814517,0.6432257233392733,2.409534636419109,3.8059178951817287,33.20069210329718,40.58499656066617,3012.0
B0005,104,0.7480459149068348,1.4960918298136696,3.5065859365661325,0.23314166635590908,2.6594753656507684,4.202845001527377,1.543369635876609,-1.7879098523188452,0.6347436730403644,2.4637693030373065,4.070245910988096,33.78697527817091,40.99869158762305,3020.11
B0005,105,0.7404002973464492,1.4808005946928984,3.501457140697961,0.2338907608197367,2.644554999824577,4.197952808231904,1.5533978084073272,-1.780229415660985,0.644246791952682,2.4040142947977845,3.779354049113726,33.673365085761986,40.997807625227495,3002.172000000006
B0005,106,0.7348771634233412,1.4697543268466824,3.501658387162809,0.2314567239719317,2.6719601666204564,4.198017952345714,1.526057785725258,-1.7731015168894209,0.6524940973483503,2.351564785433776,3.5299210578882736,33.53581811831714,40.84213757482493,2992.703
B0005,107,0.7269506137422964,1.4539012274845928,3.4966186408455298,0.23159789116338514,2.6598211033173382,4.192162800008929,1.5323416966915908,-1.7705879947441516,0.655250568309213,2.3349438733594527,3.4522175205801036,33.32269982188509,40.69012464267011,2964.468
B0005,108,0.7270731033617845,1.454146206723569,3.4991645719433246,0.22983938603487397,2.688360455508818,4.196993378341778,1.5086329228329602,-1.7600629827474803,0.6680517358563884,2.256946361335821,3.0938587906319848,33.346230327490304,40.69938049882204,2983.375
B0005,109,0.7275118759533415,1.455023751906683,3.496080777360074,0.23463832033648271,2.6376728619288525,4.197603515102162,1.5599306531733093,-1.765575132998529,0.6618426180378948,2.295302348123539,3.26846686298145,33.64948900485925,41.06026204078849,2975.297
B0005,110,0.724521081880618,1.449042163761236,3.4959014526387993,0.23380271282811732,2.645120521151077,4.196406678544622,1.551286157393545,-1.7588271887545277,0.6688280176098168,2.2515141900023043,3.0693698244313827,33.79269513542102,41.19696040482682,2974.9850000000006
B0005,111,0.7193354685740283,1.4386709371480566,3.497586979902671,0.22950556866575983,2.698012437629632,4.197098662004674,1.4990862243750418,-1.7516428147438297,0.6770407760388342,2.2036309498509365,2.8561937014322227,33.52446663707275,40.84446688602949,2966.25
B0005,112,0.7167227160784895,1.433445432156979,3.4956989619989507,0.22997787523358285,2.6928942772989077,4.196909312093871,1.5040150347949637,-1.7513097768253418,0.6778601694318532,2.1982608805365036,2.832457779147262,33.39042251934235,40.764203830749366,2956.359
